hgnc_id	gene_symbol	ncbi_gene_id	ensembl_gene_id	ucsc_id	refseq_accession	ensembl_transcript_id	uniprot_id
28453	GID4	79018	ENSG00000141034	uc002gsg.2	NM_024052	ENST00000268719	Q8IVV7
15857	GID8	54994	ENSG00000101193	uc002ydy.4	NM_017896	ENST00000266069	Q9NWU2
9126	GIGYF1	64599	ENSG00000146830	uc003uwg.2	NM_022574	ENST00000678049	O75420
11960	GIGYF2	26058	ENSG00000204120	uc002vtk.6	NM_001103146	ENST00000373563	Q6Y7W6
52649	GIHCG	100506844	ENSG00000257698		NR_038269		
23237	GIMAP1	170575	ENSG00000213203	uc003whq.4	NM_130759	ENST00000307194	Q8WWP7
51257	GIMAP1-GIMAP5	100527949	ENSG00000281887		NM_001199577		
21789	GIMAP2	26157	ENSG00000106560	uc003who.4	NM_015660	ENST00000223293	Q9UG22
30975	GIMAP3P	474345	ENSG00000177590		NG_026525		
21872	GIMAP4	55303	ENSG00000133574	uc003whl.4	NM_018326	ENST00000255945	Q9NUV9
18005	GIMAP5	55340	ENSG00000196329	uc064jdz.2	NM_018384	ENST00000358647	Q96F15
21918	GIMAP6	474344	ENSG00000133561	uc003whn.4	NM_024711	ENST00000328902	Q6P9H5
22404	GIMAP7	168537	ENSG00000179144	uc003whk.4	NM_153236	ENST00000313543	Q8NHV1
21792	GIMAP8	155038	ENSG00000171115	uc003whj.4	NM_175571	ENST00000307271	Q8ND71
44141	GIMD1	100507096	ENSG00000250298	uc062yvh.1	NM_001195138	ENST00000638719	P0DJR0
25959	GIN1	54826	ENSG00000145723	uc003koa.2	NM_017676	ENST00000399004	Q9NXP7
21074	GINM1	116254	ENSG00000055211	uc003qmq.2	NM_138785	ENST00000367419	Q9NU53
28980	GINS1	9837	ENSG00000101003	uc002wuv.2	NM_021067	ENST00000262460	Q14691
24575	GINS2	51659	ENSG00000131153	uc002fja.4	NM_016095	ENST00000253462	Q9Y248
25851	GINS3	64785	ENSG00000181938	uc002enh.4	NM_022770	ENST00000318129	Q9BRX5
28226	GINS4	84296	ENSG00000147536	uc003xnx.3	NM_032336	ENST00000276533	Q9BRT9
4270	GIP	2695	ENSG00000159224	uc002iol.2	NM_004123	ENST00000357424	P09681
1226	GIPC1	10755	ENSG00000123159	uc002myt.5	NM_005716	ENST00000393033	O14908
18177	GIPC2	54810	ENSG00000137960	uc001dik.4	NM_017655	ENST00000370759	Q8TF65
18183	GIPC3	126326	ENSG00000179855	uc002lyd.5	NM_133261	ENST00000644452	Q8TF64
4271	GIPR	2696	ENSG00000010310	uc002pcu.2	NM_000164	ENST00000590918	P48546
55702	GIRGL	100506098	ENSG00000233834		NR_134567		
4272	GIT1	28964	ENSG00000108262	uc002hef.3	NM_014030	ENST00000225394	Q9Y2X7
4273	GIT2	9815	ENSG00000139436	uc001tps.3	NM_057169	ENST00000355312	Q14161
4274	GJA1	2697	ENSG00000152661	uc003pyr.4	NM_000165	ENST00000282561	P17302
4275	GJA1P1	2698	ENSG00000176857		NG_003029		
4277	GJA3	2700	ENSG00000121743	uc001umx.2	NM_021954	ENST00000241125	Q9Y6H8
4278	GJA4	2701	ENSG00000187513	uc001bya.3	NM_002060	ENST00000342280	P35212
4279	GJA5	2702	ENSG00000265107	uc031uum.2	NM_181703	ENST00000579774	P36382
32542	GJA6P	100126825	ENSG00000236187		NG_007152		
4281	GJA8	2703	ENSG00000121634	uc057kfk.1	NM_005267	ENST00000369235	P48165
19155	GJA9	81025	ENSG00000131233	uc057ezp.1	NM_030772	ENST00000357771	P57773
16995	GJA10	84694	ENSG00000135355	uc011eaa.3	NM_032602	ENST00000369352	Q969M2
4283	GJB1	2705	ENSG00000169562	uc004dzf.4	NM_000166	ENST00000361726	P08034
4284	GJB2	2706	ENSG00000165474	uc001umy.4	NM_004004	ENST00000382848	P29033
4285	GJB3	2707	ENSG00000188910	uc001bxx.4	NM_024009	ENST00000373366	O75712
4286	GJB4	127534	ENSG00000189433	uc001bxv.1	NM_153212	ENST00000339480	Q9NTQ9
4287	GJB5	2709	ENSG00000189280	uc001bxu.4	NM_005268	ENST00000338513	O95377
4288	GJB6	10804	ENSG00000121742	uc001unc.5	NM_001110219	ENST00000647029	O95452
16690	GJB7	375519	ENSG00000164411	uc003plo.3	NM_198568	ENST00000525899	Q6PEY0
4280	GJC1	10052	ENSG00000182963	uc060gbz.1	NM_005497	ENST00000592524	P36383
17494	GJC2	57165	ENSG00000198835	uc001hsk.4	NM_020435	ENST00000366714	Q5T442
17495	GJC3	349149	ENSG00000176402	uc011kjd.2	NM_181538	ENST00000312891	Q8NFK1
19154	GJD2	57369	ENSG00000159248	uc001zis.3	NM_020660	ENST00000290374	Q9UKL4
55560	GJD2-DT	101928174	ENSG00000250007		NR_120329		
19147	GJD3	125111	ENSG00000183153	uc010cwz.4	NM_152219	ENST00000578689	Q8N144
56092	GJD3-AS1	123706509	ENSG00000266208		NR_186704		
23296	GJD4	219770	ENSG00000177291	uc001iyy.1	NM_153368	ENST00000321660	Q96KN9
58343	GJD4-AS1		ENSG00000273312				
33251	GJE1	100126572	ENSG00000203733	uc063rxt.1	NM_001358410	ENST00000450456	A6NN92
4289	GK	2710	ENSG00000198814	uc010ngj.4	NM_000167	ENST00000427190	P32189
40255	GK-AS1	100873902	ENSG00000243055	uc064yll.1	NR_046603		
41339	GK-IT1	106480740	ENSG00000229331	uc064ylh.1			
4291	GK2	2712	ENSG00000196475	uc003hlu.4	NM_033214	ENST00000358842	Q14410
4292	GK3	2713	ENSG00000229894		NM_001395953	ENST00000505354	Q14409
4295	GK4P	2716	ENSG00000178146		NG_001127		
28635	GK5	256356	ENSG00000175066	uc003euq.2	NM_001039547	ENST00000392993	Q6ZS86
23263	GK6P	201989	ENSG00000249244		NG_004742		
17496	GKAP1	80318	ENSG00000165113	uc004amy.4	NM_025211	ENST00000376371	Q5VSY0
23217	GKN1	56287	ENSG00000169605	uc002sfc.4	NM_019617	ENST00000377938	Q9NS71
24588	GKN2	200504	ENSG00000183607	uc002sfa.3	NM_182536	ENST00000328895	Q86XP6
37701	GKN3P	100132413	ENSG00000283586		NG_016576		P0CG01
4296	GLA	2717	ENSG00000102393	uc004ehl.2	NM_000169	ENST00000218516	P06280
4298	GLB1	2720	ENSG00000170266	uc003cfi.2	NM_000404	ENST00000307363	P16278
28129	GLB1L	79411	ENSG00000163521	uc002vkn.5	NM_024506	ENST00000295759	Q6UWU2
25129	GLB1L2	89944	ENSG00000149328	uc001qhp.3	NM_138342	ENST00000535456	Q8IW92
25147	GLB1L3	112937	ENSG00000166105	uc009zdf.4	NM_138416	ENST00000431683	Q8NCI6
18713	GLCCI1	113263	ENSG00000106415	uc003srk.5	NM_138426	ENST00000223145	Q86VQ1
40852	GLCCI1-DT	100505921	ENSG00000233108		NR_110018		
17855	GLCE	26035	ENSG00000138604	uc002ary.2	NM_015554	ENST00000261858	O94923
4313	GLDC	2731	ENSG00000178445	uc003zkc.4	NM_000170	ENST00000321612	P23378
4314	GLDCP1	2732	ENSG00000248590		NG_003012		
29514	GLDN	342035	ENSG00000186417	uc002aba.4	NM_181789	ENST00000335449	Q6ZMI3
4315	GLE1	2733	ENSG00000119392	uc004bvj.4	NM_001003722	ENST00000309971	Q53GS7
4316	GLG1	2734	ENSG00000090863	uc002fcx.4	NM_012201	ENST00000422840	Q92896
4317	GLI1	2735	ENSG00000111087	uc001snx.4	NM_005269	ENST00000228682	P08151
4318	GLI2	2736	ENSG00000074047	uc010flp.4	NM_005270	ENST00000361492	P10070
4319	GLI3	2737	ENSG00000106571	uc011kbh.3	NM_000168	ENST00000395925	P10071
4320	GLI4	2738	ENSG00000250571	uc003yxx.4	NM_138465	ENST00000340042	P10075
48823	GLIDR	389741	ENSG00000278175		NR_015363		
17001	GLIPR1	11010	ENSG00000139278	uc001sxs.4	NM_006851	ENST00000266659	P48060
56075	GLIPR1-AS1	123706544	ENSG00000257497		XR_007063373		
28392	GLIPR1L1	256710	ENSG00000173401	uc001sxn.4	NM_152779	ENST00000378695	Q6UWM5
28592	GLIPR1L2	144321	ENSG00000180481	uc001sxr.3	NM_152436	ENST00000550916	Q4G1C9
18007	GLIPR2	152007	ENSG00000122694	uc033cqe.1	NM_022343	ENST00000377960	Q9H4G4
29525	GLIS1	148979	ENSG00000174332	uc001cvr.2	NM_147193	ENST00000628545	Q8NBF1
29450	GLIS2	84662	ENSG00000126603	uc002cwc.2	NM_032575	ENST00000433375	Q9BZE0
51381	GLIS2-AS1	101926896	ENSG00000262686		NR_110901		
28510	GLIS3	169792	ENSG00000107249	uc003zhx.2	NM_152629	ENST00000381971	Q8NEA6
28260	GLIS3-AS1	84850	ENSG00000237009	uc003zia.4	NR_026663		
55796	GLIS3-AS2	107986989	ENSG00000228322		NR_186824		
14373	GLMN	11146	ENSG00000174842	uc001dor.4	NM_007070	ENST00000370360	Q92990
29436	GLMP	112770	ENSG00000198715		NM_144580	ENST00000362007	Q8WWB7
4323	GLO1	2739	ENSG00000124767	uc003ooc.4	NM_006708	ENST00000373365	Q04760
14111	GLOD4	51031	ENSG00000167699	uc002fru.4	NM_016080	ENST00000301329	Q9HC38
33358	GLOD5	392465	ENSG00000171433	uc011mmh.3	NM_001080489	ENST00000303227	A6NK44
4324	GLP1R	2740	ENSG00000112164	uc003ooj.5	NM_002062	ENST00000373256	P43220
4325	GLP2R	9340	ENSG00000065325	uc002gmd.2	NM_004246	ENST00000262441	O95838
4326	GLRA1	2741	ENSG00000145888	uc003lur.4	NM_000171	ENST00000274576	P23415
4327	GLRA2	2742	ENSG00000101958	uc010neq.4	NM_001118885	ENST00000218075	P23416
4328	GLRA3	8001	ENSG00000145451	uc003ity.3	NM_001042543	ENST00000274093	O75311
31715	GLRA4	441509	ENSG00000188828	uc011mse.3	NR_164162		
4329	GLRB	2743	ENSG00000109738	uc003ipj.3	NM_000824	ENST00000264428	P48167
4330	GLRX	2745	ENSG00000173221	uc063fnd.1	NM_002064	ENST00000237858	P35754
16065	GLRX2	51022	ENSG00000023572	uc001gta.3	NM_016066	ENST00000367439	Q9NS18
15987	GLRX3	10539	ENSG00000108010	uc001lkn.3	NM_006541	ENST00000331244	O76003
49787	GLRX3P1	100418908			NG_023790		
49788	GLRX3P2	728344	ENSG00000216657		NG_022339		
20134	GLRX5	51218	ENSG00000182512	uc001yem.2	NM_016417	ENST00000331334	Q86SX6
55062	GLRX5P1	100128546	ENSG00000181511		NG_022696		
55063	GLRX5P2	118568821	ENSG00000232879		NG_084021		
55064	GLRX5P3	118568802	ENSG00000271424		NG_084018		
16544	GLRXP1	170522	ENSG00000228234		NG_001013		
18376	GLRXP2	171418	ENSG00000258544		NG_001323		
34049	GLRXP3	100132510	ENSG00000118990		NG_009942		
4331	GLS	2744	ENSG00000115419	uc002usf.4	NM_001256310	ENST00000320717	O94925
29570	GLS2	27165	ENSG00000135423	uc001slj.5	NM_013267	ENST00000311966	Q9UI32
26483	GLT1D1	144423	ENSG00000151948	uc058vcn.1	NM_144669	ENST00000442111	Q96MS3
23671	GLT6D1	360203	ENSG00000204007	uc010nbd.1	NM_182974	ENST00000371763	Q7Z4J2
24870	GLT8D1	55830	ENSG00000016864	uc003dfm.5	NM_152932	ENST00000266014	Q68CQ7
24890	GLT8D2	83468	ENSG00000120820	uc001tki.2	NM_031302	ENST00000360814	Q9H1C3
56861	GLTC1	131840634	ENSG00000255306		NR_197583		
24867	GLTP	51228	ENSG00000139433	uc001tpm.3	NM_016433	ENST00000318348	Q9NZD2
33756	GLTPD2	388323	ENSG00000182327	uc002fza.3	NM_001014985	ENST00000331264	A6NH11
33991	GLTPP1	645312	ENSG00000255138		NG_007407		
4335	GLUD1	2746	ENSG00000148672	uc001keh.4	NM_005271	ENST00000277865	P00367
4337	GLUD1P2	414212	ENSG00000265366		NG_016765		
4338	GLUD1P3	2749	ENSG00000250959		NR_048575		
4339	GLUD1P4	2750	ENSG00000267486		NG_005046		
4340	GLUD1P5	2751			NG_001129		
23610	GLUD1P6	414213			NG_032188		
37696	GLUD1P9	100131281	ENSG00000234349		NG_016578		
4336	GLUD2	2747	ENSG00000182890	uc004eto.4	NM_012084	ENST00000328078	P49448
4341	GLUL	2752	ENSG00000135821	uc001gpd.2	NM_002065	ENST00000331872	P15104
4342	GLULP1	2753			NG_003030		
4343	GLULP2	2754			NG_009859		
4344	GLULP3	401708	ENSG00000254572		NG_007180		
4345	GLULP4	392305	ENSG00000178723		NG_005208		
37989	GLULP5	100421694	ENSG00000257915		NG_021735		
37990	GLULP6	343981	ENSG00000215043		NG_021543		
13734	GLYAT	10249	ENSG00000149124	uc001nnb.4	NM_201648	ENST00000344743	Q6IB77
30519	GLYATL1	92292	ENSG00000166840	uc001nnf.4	NM_080661	ENST00000532726	Q969I3
58086	GLYATL1-AS1	283194	ENSG00000255240		NR_033853		
37865	GLYATL1B	100287520	ENSG00000255151	uc284mza.1	NM_001355566	ENST00000527482	A0A0U1RQE8
37866	GLYATL1P1	100129032	ENSG00000255189		NG_022951		
37863	GLYATL1P2	100129933	ENSG00000254717		XR_037279		
37864	GLYATL1P4	643637	ENSG00000254399		NG_028295		
24178	GLYATL2	219970	ENSG00000156689	uc001nnd.6	NM_145016	ENST00000287275	Q8WU03
21349	GLYATL3	389396	ENSG00000203972	uc003ozi.4	NM_001010904	ENST00000371197	Q5SZD4
18023	GLYCAM1	644076	ENSG00000257780		NR_003039		Q8IVK1
24247	GLYCTK	132158	ENSG00000168237	uc003ddo.4	NM_145262	ENST00000436784	Q8IVS8
41043	GLYCTK-AS1	100874110	ENSG00000242797	uc062klb.1	NR_046719		
24434	GLYR1	84656	ENSG00000140632	uc002cxx.5	NM_032569	ENST00000321919	Q49A26
56963	GLYR1P1	100421569	ENSG00000237788		NG_025012		
4367	GM2A	2760	ENSG00000196743	uc003ltr.5	NM_000405	ENST00000357164	P17900
4368	GM2AP1	2761	ENSG00000241695		NG_001130		
38002	GM2AP2	100287900	ENSG00000239428		NG_022818		
23843	GMCL1	64395	ENSG00000087338	uc002sfu.4	NM_178439	ENST00000282570	Q96IK5
42863	GMCL1P2	100420975	ENSG00000271070		NG_023717		
19717	GMCL2	64396	ENSG00000244234		NM_001358008	ENST00000463439	Q8NEA9
4369	GMDS	2762	ENSG00000112699	uc003mtq.4	NM_001253846	ENST00000380815	O60547
48993	GMDS-DT	100508120	ENSG00000250903		NR_046229		
4370	GMEB1	10691	ENSG00000162419	uc001bra.4	NM_006582	ENST00000373816	Q9Y692
4371	GMEB2	26205	ENSG00000101216	uc002yfq.2	NM_012384	ENST00000370077	Q9UKD1
4373	GMFB	2764	ENSG00000197045	uc021rtf.2	NM_004124	ENST00000358056	P60983
38654	GMFBP1	100499251	ENSG00000243495		NG_023431		
4374	GMFG	9535	ENSG00000130755	uc002okz.5	NM_001301008	ENST00000597595	O60234
24852	GMIP	51291	ENSG00000089639	uc002nnd.5	NM_016573	ENST00000203556	Q9P107
4375	GML	2765	ENSG00000104499	uc003yxg.3	NM_002066	ENST00000220940	Q99445
40049	GMNC	647309	ENSG00000205835	uc011bsl.2	NM_001146686	ENST00000442080	A6NCL1
17493	GMNN	51053	ENSG00000112312	uc003nem.4	NM_015895	ENST00000230056	O75496
22923	GMPPA	29926	ENSG00000144591	uc002vlr.4	NM_013335	ENST00000313597	Q96IJ6
22932	GMPPB	29925	ENSG00000173540	uc062jwy.1	NM_013334	ENST00000308388	Q9Y5P6
4376	GMPR	2766	ENSG00000137198	uc003nbs.3	NM_006877	ENST00000259727	P36959
4377	GMPR2	51292	ENSG00000100938	uc001wns.5	NM_016576	ENST00000399440	Q9P2T1
4378	GMPS	8833	ENSG00000163655	uc003faq.4	NM_003875	ENST00000496455	P49915
39428	GMPSP1	728564	ENSG00000250471		NG_023314		
4379	GNA11	2767	ENSG00000088256	uc010xhe.5	NM_002067	ENST00000078429	P29992
4380	GNA12	2768	ENSG00000146535	uc003smu.5	NM_007353	ENST00000275364	Q03113
4381	GNA13	10672	ENSG00000120063	uc002jfc.4	NM_006572	ENST00000439174	Q14344
54705	GNA13P1	100422337	ENSG00000230237		NG_023575		
4382	GNA14	9630	ENSG00000156049	uc004aku.4	NM_004297	ENST00000341700	O95837
50451	GNA14-AS1	101927422	ENSG00000231373		NR_121184		
4383	GNA15	2769	ENSG00000060558	uc002lxf.3	NM_002068	ENST00000262958	P30679
55293	GNA15-DT	100996351	ENSG00000267551		NR_110670		
4384	GNAI1	2770	ENSG00000127955	uc003uhb.2	NM_002069	ENST00000649796	P63096
4385	GNAI2	2771	ENSG00000114353	uc003cyq.3	NM_002070	ENST00000313601	P04899
4386	GNAI2P1	2772	ENSG00000255749		NG_027930		
45110	GNAI2P2	401646	ENSG00000231957		NG_030117		
4387	GNAI3	2773	ENSG00000065135	uc001dxz.4	NM_006496	ENST00000369851	P08754
4388	GNAL	2774	ENSG00000141404	uc010dkz.4	NM_182978|NM_002071	ENST00000334049	P38405
4389	GNAO1	2775	ENSG00000087258	uc002eiu.5	NM_020988	ENST00000262493	P09471
27543	GNAO1-DT	283856	ENSG00000246379		NR_027078		
4390	GNAQ	2776	ENSG00000156052	uc004akw.5	NM_002072	ENST00000286548	P50148
4391	GNAQP1	2777	ENSG00000214077		NG_000862		
4392	GNAS	2778	ENSG00000087460	uc061ybx.1	NM_000516	ENST00000371085	O95467
24872	GNAS-AS1	149775	ENSG00000235590	uc002xzs.3	NR_002785		
4393	GNAT1	2779	ENSG00000114349	uc003cym.3	NM_000172	ENST00000232461	P11488
4394	GNAT2	2780	ENSG00000134183	uc001dya.4	NM_005272	ENST00000679935	P19087
22800	GNAT3	346562	ENSG00000214415	uc011kgu.3	NM_001102386	ENST00000398291	A8MTJ3
4395	GNAZ	2781	ENSG00000128266	uc002zwu.2	NM_002073	ENST00000615612	P19086
4396	GNB1	2782	ENSG00000078369	uc031tmu.1	NM_002074	ENST00000378609	P62873
55772	GNB1-DT	105378949	ENSG00000231050		NR_168263		
4397	GNB1L	54584	ENSG00000185838	uc002zqf.2	NM_053004	ENST00000329517	Q9BYB4
4398	GNB2	2783	ENSG00000172354	uc003uwb.4	NM_005273	ENST00000303210	P62879
4400	GNB3	2784	ENSG00000111664	uc001qrd.3	NM_002075	ENST00000229264	P16520
20731	GNB4	59345	ENSG00000114450	uc003fjv.5	NM_021629	ENST00000232564	Q9HAV0
4401	GNB5	10681	ENSG00000069966	uc002abt.2	NM_001379343	ENST00000261837	O14775
23657	GNE	10020	ENSG00000159921	uc010mlh.5	NM_005476	ENST00000642385	Q9Y223
4404	GNG2	54331	ENSG00000186469	uc059bmt.1	NM_001243773	ENST00000556766	P59768
4405	GNG3	2785	ENSG00000162188	uc001nuv.5	NM_012202	ENST00000294117	P63215
4407	GNG4	2786	ENSG00000168243	uc009xfz.4	NM_004485	ENST00000391854	P50150
4408	GNG5	2787	ENSG00000174021	uc001djw.5	NM_005274	ENST00000370645	P63218
24826	GNG5B	347687	ENSG00000133136		NM_001396022	ENST00000697560	A0A804HLA8
4409	GNG5P1	2789	ENSG00000213536		NG_006561		
33552	GNG5P3	100101932	ENSG00000254949		NG_006562		
33553	GNG5P4	100101933			NG_006563		
33554	GNG5P5	100101935	ENSG00000234590		NG_006564		
4410	GNG7	2788	ENSG00000176533	uc002lwd.3	NM_052847	ENST00000382159	O60262
19664	GNG8	94235	ENSG00000167414	uc010xyd.3	NM_033258	ENST00000693335	Q9UK08
4402	GNG10	2790	ENSG00000242616	uc004bfp.4	NM_001017998	ENST00000374293	P50151
49502	GNG10P1	100526656	ENSG00000234016		NG_027859		
4403	GNG11	2791	ENSG00000127920	uc003und.4	NM_004126	ENST00000248564	P61952
19663	GNG12	55970	ENSG00000172380	uc001dea.3	NM_018841	ENST00000370982	Q9UBI6
43938	GNG12-AS1	100289178	ENSG00000232284	uc001deb.3	NR_040077		
14131	GNG13	51764	ENSG00000127588	uc002ckh.4	NM_016541	ENST00000248150	Q9P2W3
53439	GNG14	105372280	ENSG00000283980		NM_001316692	ENST00000640151	A0A1W2PPG7
4411	GNGT1	2792	ENSG00000127928	uc003unc.2	NM_021955	ENST00000248572	P63211
4412	GNGT2	2793	ENSG00000167083	uc021tzq.2	NM_031498	ENST00000507680	O14610
4413	GNL1	2794	ENSG00000204590	uc003nqh.4	NM_005275	ENST00000376621	P36915
29925	GNL2	29889	ENSG00000134697	uc001cbk.4	NM_013285	ENST00000373062	Q13823
50779	GNL2P1	100270790	ENSG00000223893		NG_009768		
29931	GNL3	26354	ENSG00000163938	uc003dfd.4	NM_014366	ENST00000418458	Q9BVP2
25553	GNL3L	54552	ENSG00000130119	uc004dth.3	NM_019067	ENST00000360845	Q9NVN8
25733	GNL3LP1	80060	ENSG00000215032		NG_005649		
4414	GNLY	10578	ENSG00000115523	uc002sql.5	NM_006433	ENST00000263863	P22749
4415	GNMT	27232	ENSG00000124713	uc003otd.4	NM_018960	ENST00000372808	Q14749
4416	GNPAT	8443	ENSG00000116906	uc001hup.5	NM_001316350	ENST00000366647	O15228
34031	GNPATP	100130060	ENSG00000259844		NG_007472		
4417	GNPDA1	10007	ENSG00000113552	uc010jgh.4	NM_005471	ENST00000311337	P46926
21526	GNPDA2	132789	ENSG00000163281	uc003gwy.5	NM_138335	ENST00000295448	Q8TDQ7
19980	GNPNAT1	64841	ENSG00000100522	uc001xab.4	NM_198066	ENST00000216410	Q96EK6
58524	GNPNAT1P1	100421409			NG_008648		
58525	GNPNAT1P2	1001421444	ENSG00000248978				
58526	GNPNAT1P3	100133147	ENSG00000271219		NG_022404		
29670	GNPTAB	79158	ENSG00000111670	uc001tit.4	NM_024312	ENST00000299314	Q3T906
23026	GNPTG	84572	ENSG00000090581	uc002clm.4	NM_032520	ENST00000204679	Q9UJJ9
4419	GNRH1	2796	ENSG00000147437	uc064lhq.1	NM_001083111	ENST00000421054	P01148
4420	GNRH2	2797	ENSG00000125787	uc002whr.2	NM_001501	ENST00000359100	O43555
4421	GNRHR	2798	ENSG00000109163	uc003hdn.4	NM_000406	ENST00000226413	P30968
16341	GNRHR2	114814	ENSG00000211451		NR_002328		Q96P88
39424	GNRHR2P1	404718	ENSG00000259169		NG_003256		
4422	GNS	2799	ENSG00000135677	uc001ssg.5	NM_002076	ENST00000258145	P15586
4424	GOLGA1	2800	ENSG00000136935	uc004bpc.4	NM_002077	ENST00000373555	Q92805
4425	GOLGA2	2801	ENSG00000167110	uc011maw.2	NM_004486	ENST00000611957	Q08379
31052	GOLGA2P1	100418751	ENSG00000205333		NG_016980		
16479	GOLGA2P2Y	84559	ENSG00000239533		NR_001555		
32426	GOLGA2P3Y	401634	ENSG00000172297		NR_002195		
38600	GOLGA2P4	100873742	ENSG00000229608		NG_032207		
25315	GOLGA2P5	55592	ENSG00000238105		NR_024261		Q9HBQ8
44948	GOLGA2P6	729668	ENSG00000241621		NR_120609		
49516	GOLGA2P7	388152	ENSG00000225151		NR_027001		
49922	GOLGA2P8	728477	ENSG00000214433		NG_023539		
49921	GOLGA2P9	440518	ENSG00000269332		NR_033899		
26229	GOLGA2P10	80154	ENSG00000255769		NR_026811		
26788	GOLGA2P11	255180	ENSG00000260062		NR_136885		
4426	GOLGA3	2802	ENSG00000090615	uc001ukz.1	NM_005895	ENST00000450791	Q08378
4427	GOLGA4	2803	ENSG00000144674	uc003cgv.4	NM_002078	ENST00000361924	Q13439
26469	GOLGA4-AS1	152048	ENSG00000270194		NR_149029		
18660	GOLGA4P1	192131			NG_001019		
20727	GOLGA4P2	192132			NG_001019		
43786	GOLGA4P3	192130			NG_001019		
4428	GOLGA5	9950	ENSG00000066455	uc001yaz.3	NM_005113	ENST00000163416	Q8TBA6
43925	GOLGA5P1	100418736	ENSG00000251215		NG_029596		
13567	GOLGA6A	342096	ENSG00000159289	uc002axa.1	NM_001038640	ENST00000290438	Q9NYA3
32205	GOLGA6B	55889	ENSG00000215186	uc010uks.2	NM_018652	ENST00000421285	A6NDN3
32206	GOLGA6C	653641	ENSG00000167195	uc002azs.3	NM_001164404	ENST00000300576	A6NDK9
32204	GOLGA6D	653643	ENSG00000140478	uc010uma.3	NM_001145224	ENST00000434739	P0CG33
55708	GOLGA6EP	441728	ENSG00000187812		XR_932489		
49206	GOLGA6FP	645752	ENSG00000260776		NR_027024		
55709	GOLGA6GP	112268142	ENSG00000261303				
37444	GOLGA6L1	283767	ENSG00000273976	uc032bvr.2	NM_001001413	ENST00000614055	Q8N7Z2
26695	GOLGA6L2	283685	ENSG00000174450	uc059gss.1	NM_182561	ENST00000567107	Q8N9W4
37441	GOLGA6L3P	100133220	ENSG00000188388		NM_001310153		
27256	GOLGA6L4	643707	ENSG00000184206	uc059mrg.1	NM_001267536	ENST00000510439	A6NEF3
30472	GOLGA6L5P	374650	ENSG00000230373		NR_003246		
37225	GOLGA6L6	727832	ENSG00000277322	uc059gpb.1	NM_001145004	ENST00000619213	A8MZA4
37442	GOLGA6L7	728310	ENSG00000261649		XR_078490	ENST00000567390	A0A1B0GV03
37229	GOLGA6L9	440295	ENSG00000197978	uc032clr.2	NM_198181	ENST00000618348	A6NEM1
56873	GOLGA6L9-AS1	131483400	ENSG00000278202				
37228	GOLGA6L10	647042	ENSG00000278662	uc284nst.1	NM_001164465	ENST00000610657	A6NI86
23958	GOLGA6L11P	360024	ENSG00000223698		NG_002946		
23959	GOLGA6L12P	360025			NG_002945		
23960	GOLGA6L13P	360026			NG_002944		
23961	GOLGA6L14P	360027			NG_002943		
38117	GOLGA6L16P	100287845	ENSG00000197092		NG_021930		
49414	GOLGA6L17P	642402	ENSG00000277741		NR_111962		
49416	GOLGA6L19	101927601					H0YKK7
50289	GOLGA6L22	440243	ENSG00000277865		NM_001271664	ENST00000622895	H0YM25
55697	GOLGA6L23P	100653133	ENSG00000261375				
55710	GOLGA6L24	645202	ENSG00000237850		NM_001394758	ENST00000568624	P0DX00
55711	GOLGA6L25	100132202	ENSG00000227717		NM_001365373	ENST00000620691	P0DX01
56306	GOLGA6L26	102723623	ENSG00000273756		NM_001382446	ENST00000618455	P0DX02
24876	GOLGA7	51125	ENSG00000147533	uc003xnu.4	NM_016099	ENST00000357743	Q7Z5G4
31668	GOLGA7B	401647	ENSG00000155265	uc001kos.4	NM_001010917	ENST00000370602	Q2TAP0
45232	GOLGA7B-DT	100505561	ENSG00000227356	uc031wqj.1	NR_108035		
31972	GOLGA8A	23015	ENSG00000175265	uc001zii.4	NM_181076	ENST00000359187	A7E2F4
31973	GOLGA8B	440270	ENSG00000215252	uc001ziq.4	NM_001023567	ENST00000683415	A8MQT2
32375	GOLGA8CP	729786	ENSG00000181984		NR_027411		A6NN73
32376	GOLGA8DP	100132979	ENSG00000175676		NR_027407		Q0D2H9
32377	GOLGA8EP	390535	ENSG00000185182		NR_033350.1		
32378	GOLGA8F	100132565	ENSG00000153684	uc059gza.1	NM_001350920	ENST00000526619	P0DX52
25328	GOLGA8G	283768	ENSG00000183629	uc059gzh.1	NM_001350919	ENST00000525590	P0DX53
37443	GOLGA8H	728498	ENSG00000261794	uc032byf.2	NM_001282490	ENST00000566740	P0CJ92
26660	GOLGA8IP	283796	ENSG00000277561		NR_024074		A6NC78
38650	GOLGA8J	653073	ENSG00000179938	uc021sgy.3	NM_001282472	ENST00000567927	A6NMD2
38652	GOLGA8K	653125	ENSG00000249931	uc032byu.2	NM_001282493	ENST00000512626	D6RF30
44404	GOLGA8M	653720	ENSG00000188626	uc021sgq.3	NM_001282468	ENST00000563027	H3BSY2
44405	GOLGA8N	643699	ENSG00000232653	uc021sin.2	NM_001282494	ENST00000448387	F8WBI6
44406	GOLGA8O	728047	ENSG00000206127	uc031qrg.2	NM_001277308	ENST00000509311	A6NCC3
44408	GOLGA8Q	727909	ENSG00000178115	uc059hbl.1	NM_001355476	ENST00000562783	H3BV12
